3	1	120.991	124.369	118.111	NA	NA	NA	NA	40	40	1	1	2	-58.496	163.658666666667	120.325333333333
3	2	123.358	130.114	117.597	0.856	0.2912	0.323	0.5	3	37	0.767	0.991	4	-57.679	167.122705882353	121.240352941176
3	3	122.595	132.729	113.953	0.837	0.1683	0.2053	0.2857	3	29	0.746	0.979	6	-55.298	168.096	119.346
29	1	130.966	134.344	128.085	NA	NA	NA	NA	40	40	1	1	2	-63.483	173.632666666667	130.299333333333
29	2	134.566	141.321	128.804	0.497	0.8677	0.8787	1	9	31	0.642	0.932	4	-63.283	178.330705882353	132.448352941176
29	3	136.087	146.22	127.445	0.816	0.0875	0.1052	0.2857	1	30	0.781	0.973	6	-62.044	181.588	132.838
41	1	117.356	120.734	114.475	NA	NA	NA	NA	40	40	1	1	2	-56.678	160.022666666667	116.689333333333
41	2	118.711	125.466	112.949	0.626	0.3284	0.3779	0.3077	20	20	0.88	0.897	4	-55.355	162.474705882353	116.592352941176
41	3	120.797	130.93	112.155	0.727	0.4795	0.5189	0.4286	9	18	0.85	0.886	6	-54.398	166.296	117.546
61	1	126.675	130.053	123.794	NA	NA	NA	NA	40	40	1	1	2	-61.337	169.340666666667	126.007333333333
61	2	130.431	137.187	124.67	0.848	0.6384	0.6534	1	1	39	0.398	0.992	4	-61.216	174.196705882353	128.314352941176
61	3	130.894	141.027	122.252	0.858	0.2541	0.2998	0.3077	4	31	0.847	0.979	6	-59.447	176.394	127.644
64	1	129.072	132.45	126.191	NA	NA	NA	NA	40	40	1	1	2	-62.536	171.738666666667	128.405333333333
64	2	131.748	138.503	125.986	0.865	0.2026	0.2314	0.5	1	39	0.424	0.998	4	-61.874	175.512705882353	129.630352941176
64	3	130.42	140.553	121.778	0.906	0.5779	0.6189	0.1429	5	22	0.964	0.992	6	-59.21	175.92	127.17
94	1	101.564	104.942	98.684	NA	NA	NA	NA	40	40	1	1	2	-48.782	144.230666666667	100.897333333333
94	2	98.603	105.359	92.842	0.812	0.0483	0.0696	0.04	13	27	0.947	0.951	4	-45.302	142.368705882353	96.4863529411765
94	3	99.966	110.1	91.324	0.804	0.529	0.5735	0.6	10	15	0.886	0.96	6	-43.983	145.466	96.716
131	1	156.052	159.429	153.171	NA	NA	NA	NA	40	40	1	1	2	-76.026	198.718666666667	155.385333333333
131	2	143.753	150.509	137.992	0.921	0.0011	0.0025	0	17	23	0.959	0.996	4	-67.877	187.518705882353	141.636352941176
131	3	147.194	157.327	138.552	0.82	0.8502	0.8647	1	3	20	0.491	0.991	6	-67.597	192.694	143.944
137	1	162.25	165.627	159.369	NA	NA	NA	NA	40	40	1	1	2	-79.125	204.916666666667	161.583333333333
137	2	165.821	172.576	160.059	0.4	0.83	0.8525	1	16	24	0.741	0.857	4	-78.91	209.584705882353	163.702352941176
137	3	169.66	179.794	161.018	0.541	0.9376	0.9432	1	4	22	0.543	0.838	6	-78.83	215.16	166.41
143	1	159.53	162.908	156.649	NA	NA	NA	NA	40	40	1	1	2	-77.765	202.196666666667	158.863333333333
143	2	154.661	161.416	148.899	0.829	0.0198	0.0327	0.02	17	23	0.941	0.962	4	-73.33	198.424705882353	152.542352941176
143	3	157.852	167.986	149.21	0.761	0.6881	0.7181	1	9	19	0.794	0.948	6	-72.926	203.352	154.602
165	1	147.982	151.36	145.101	NA	NA	NA	NA	40	40	1	1	2	-71.991	190.648666666667	147.315333333333
165	2	151.092	157.848	145.331	0.506	0.753	0.7824	1	19	21	0.832	0.864	4	-71.546	194.856705882353	148.974352941176
165	3	153.847	163.98	145.205	0.723	0.2767	0.3041	1	2	22	0.754	0.895	6	-70.924	199.348	150.598
176	1	156.581	159.958	153.7	NA	NA	NA	NA	40	40	1	1	2	-76.29	199.246666666667	155.913333333333
176	2	152.801	159.557	147.039	0.83	0.0629	0.0897	0.02	14	26	0.92	0.968	4	-72.401	196.566705882353	150.684352941176
176	3	156.46	166.593	147.818	0.802	0.777	0.7887	0.5	2	24	0.539	0.944	6	-72.23	201.96	153.21
204	1	182.385	185.763	179.505	NA	NA	NA	NA	40	40	1	1	2	-89.193	225.052666666667	181.719333333333
204	2	167.939	174.694	162.177	0.938	4e-04	0.0011	0	19	21	0.977	0.991	4	-79.969	211.702705882353	165.820352941176
204	3	171.051	181.185	162.409	0.829	0.6879	0.7176	1	6	18	0.74	0.978	6	-79.526	216.552	167.802
211	1	184.02	187.397	181.139	NA	NA	NA	NA	40	40	1	1	2	-90.01	226.686666666667	183.353333333333
211	2	180.902	187.658	175.141	0.771	0.167	0.205	0.03	18	22	0.933	0.933	4	-86.451	224.666705882353	178.784352941176
211	3	179.297	189.431	170.655	0.859	0.4352	0.4679	0.0896	10	17	0.909	0.959	6	-83.649	224.798	176.048
252	1	179.038	182.415	176.157	NA	NA	NA	NA	40	40	1	1	2	-87.519	221.704666666667	178.371333333333
252	2	155.036	161.791	149.274	0.976	1e-04	3e-04	0	20	20	0.99	1	4	-73.518	198.800705882353	152.918352941176
252	3	156.643	166.776	148	0.834	0.303	0.3461	0.5	9	20	0.828	0.999	6	-72.321	202.142	153.392
261	1	184.9	188.277	182.019	NA	NA	NA	NA	40	40	1	1	2	-90.45	227.566666666667	184.233333333333
261	2	162.779	169.534	157.017	0.98	2e-04	5e-04	0	20	20	0.995	0.999	4	-77.389	206.542705882353	160.660352941176
261	3	162.179	172.312	153.537	0.886	0.1144	0.1451	0.0779	10	20	0.877	1	6	-75.09	207.68	158.93
287	1	168.914	172.292	166.033	NA	NA	NA	NA	40	40	1	1	2	-82.457	211.580666666667	168.247333333333
287	2	163.458	170.214	157.697	0.859	0.2447	0.2825	0.0128	20	20	0.931	0.996	4	-77.729	207.222705882353	161.340352941176
287	3	159.141	169.275	150.499	0.931	0.2295	0.2568	0	8	20	0.942	0.999	6	-73.571	204.642	155.892
322	1	304.611	309.822	303.505	NA	NA	NA	NA	100	100	1	1	2	-150.306	406.862	303.737
322	2	305.88	316.301	303.668	0.524	0.2142	0.2476	0.6667	25	75	0.676	0.932	4	-148.94	408.51829787234	303.19914893617
322	3	307.909	323.54	304.59	0.654	0.5258	0.565	0.5	18	50	0.82	0.85	6	-147.954	411.125391304348	303.516695652174
338	1	290.668	295.878	289.562	NA	NA	NA	NA	100	100	1	1	2	-143.334	392.918	289.793
338	2	292.123	302.544	289.911	0.505	0.2778	0.319	0.6667	43	57	0.818	0.872	4	-142.062	394.76229787234	289.44314893617
338	3	295.671	311.302	292.353	0.523	0.8297	0.8458	1	22	46	0.735	0.788	6	-141.836	398.889391304348	291.280695652174
355	1	295.701	300.911	294.594	NA	NA	NA	NA	100	100	1	1	2	-145.85	397.95	294.825
