10	1	129.627	133.005	126.747	NA	NA	NA	NA	40	40	1	1	2	-62.814	172.294666666667	128.961333333333
10	2	126.416	133.172	120.655	0.805	0.0371	0.0554	0.03	15	25	0.892	0.976	4	-59.208	170.180705882353	124.298352941176
10	3	128.907	139.041	120.265	0.812	0.4002	0.4417	0.4286	6	21	0.831	0.967	6	-58.454	174.408	125.658
57	1	134.683	138.06	131.802	NA	NA	NA	NA	40	40	1	1	2	-65.341	177.348666666667	134.015333333333
57	2	137.027	143.783	131.266	0.968	0.3421	0.3619	0.5	1	39	0.885	0.998	4	-64.514	180.792705882353	134.910352941176
57	3	137.034	147.167	128.392	0.958	0.0248	0.0339	1	1	38	0.682	1	6	-62.517	182.534	133.784
68	1	109.292	112.67	106.411	NA	NA	NA	NA	40	40	1	1	2	-52.646	151.958666666667	108.625333333333
68	2	112.918	119.673	107.156	0.555	0.6311	0.6543	1	3	37	0.364	0.982	4	-52.459	156.682705882353	110.800352941176
68	3	111.477	121.61	102.835	0.861	0.226	0.2667	0.2353	3	23	0.882	0.968	6	-49.738	156.976	108.226
82	1	117.003	120.381	114.123	NA	NA	NA	NA	40	40	1	1	2	-56.502	159.670666666667	116.337333333333
82	2	120.619	127.374	114.857	0.869	0.4731	0.4959	1	1	39	0.475	0.993	4	-56.309	164.382705882353	118.500352941176
82	3	122.836	132.969	114.194	0.74	0.479	0.5282	1	1	21	0.859	0.926	6	-55.418	168.336	119.586
98	1	130.844	134.222	127.964	NA	NA	NA	NA	40	40	1	1	2	-63.422	173.510666666667	130.177333333333
98	2	133.364	140.12	127.603	0.736	0.6064	0.6308	0.5	5	35	0.689	0.956	4	-62.682	177.128705882353	131.246352941176
98	3	134.459	144.592	125.817	0.875	0.1499	0.1725	0.2857	1	33	0.828	0.987	6	-61.23	179.96	131.21
112	1	162.437	165.815	159.556	NA	NA	NA	NA	40	40	1	1	2	-79.219	205.104666666667	161.771333333333
112	2	160.433	167.188	154.671	0.731	0.0901	0.1206	0.0674	18	22	0.909	0.929	4	-76.216	204.196705882353	158.314352941176
112	3	158.636	168.77	149.994	0.866	0.1064	0.1393	0.087	11	16	0.9	0.975	6	-73.318	204.136	155.386
152	1	149.325	152.702	146.444	NA	NA	NA	NA	40	40	1	1	2	-72.662	191.990666666667	148.657333333333
152	2	145.655	152.411	139.894	0.795	0.0341	0.0518	0.02	19	21	0.94	0.943	4	-68.828	189.420705882353	143.538352941176
152	3	147.773	157.906	139.13	0.791	0.4169	0.4643	0.3333	11	15	0.855	0.953	6	-67.886	193.272	144.522
185	1	164.888	168.266	162.007	NA	NA	NA	NA	40	40	1	1	2	-80.444	207.554666666667	164.221333333333
185	2	151.172	157.927	145.41	0.926	0.0013	0.0027	0	20	20	0.956	0.998	4	-71.586	194.936705882353	149.054352941176
185	3	152.376	162.509	143.733	0.848	0.1749	0.2105	0.2	8	20	0.806	0.996	6	-70.188	197.876	149.126
205	1	171.029	174.407	168.148	NA	NA	NA	NA	40	40	1	1	2	-83.514	213.694666666667	170.361333333333
205	2	164.896	171.651	159.134	0.825	0.0243	0.0378	0	19	21	0.946	0.952	4	-78.448	208.660705882353	162.778352941176
205	3	157.973	168.106	149.331	0.94	0.0085	0.0152	0	12	16	0.956	0.998	6	-72.986	203.472	154.722
220	1	179.886	183.263	177.005	NA	NA	NA	NA	40	40	1	1	2	-87.943	222.552666666667	179.219333333333
220	2	158.124	164.879	152.362	0.969	1e-04	2e-04	0	19	21	0.977	0.999	4	-75.062	201.888705882353	156.006352941176
220	3	161.265	171.399	152.623	0.851	0.5755	0.605	1	4	19	0.648	0.996	6	-74.633	206.766	158.016
230	1	185.843	189.221	182.962	NA	NA	NA	NA	40	40	1	1	2	-90.922	228.510666666667	185.177333333333
