6	1	111.212	114.59	108.331	NA	NA	NA	NA	40	40	1	1	2	-53.606	153.878666666667	110.545333333333
6	2	112.655	119.411	106.894	0.66	0.3211	0.3728	0.3077	13	27	0.832	0.947	4	-52.328	156.420705882353	110.538352941176
6	3	116.62	126.754	107.978	0.665	0.8248	0.8285	1	1	26	0.279	0.943	6	-52.31	162.12	113.37
32	1	133.925	137.303	131.044	NA	NA	NA	NA	40	40	1	1	2	-64.963	176.592666666667	133.259333333333
32	2	137.192	143.947	131.43	0.641	0.6714	0.695	1	6	34	0.638	0.958	4	-64.596	180.956705882353	135.074352941176
32	3	136.442	146.575	127.8	0.877	0.1295	0.1563	0.2667	3	29	0.861	0.968	6	-62.221	181.942	133.192
42	1	111.366	114.744	108.485	NA	NA	NA	NA	40	40	1	1	2	-53.683	154.032666666667	110.699333333333
42	2	114.635	121.391	108.874	0.56	0.5197	0.5526	1	6	34	0.565	0.956	4	-53.318	158.400705882353	112.518352941176
42	3	116.044	126.177	107.402	0.767	0.359	0.4137	0.3636	6	23	0.835	0.943	6	-52.022	161.544	112.794
55	1	133.265	136.643	130.384	NA	NA	NA	NA	40	40	1	1	2	-64.633	175.932666666667	132.599333333333
55	2	137.025	143.78	131.263	0.454	0.894	0.903	1	10	30	0.659	0.914	4	-64.512	180.788705882353	134.906352941176
55	3	137.285	147.418	128.642	0.855	0.0759	0.0979	0.2857	3	27	0.8	0.974	6	-62.642	182.784	134.034
66	1	115.835	119.212	112.954	NA	NA	NA	NA	40	40	1	1	2	-55.917	158.500666666667	115.167333333333
66	2	118.671	125.427	112.91	0.549	0.6783	0.7146	0.5	17	23	0.84	0.891	4	-55.336	162.436705882353	116.554352941176
66	3	120.23	130.364	111.588	0.774	0.283	0.3241	0.25	6	21	0.829	0.923	6	-54.115	165.73	116.98
78	1	123.719	127.097	120.838	NA	NA	NA	NA	40	40	1	1	2	-59.859	166.384666666667	123.051333333333
78	2	127.608	134.364	121.847	0.653	0.8386	0.8458	1	1	39	0.175	0.993	4	-59.804	171.372705882353	125.490352941176
78	3	125.213	135.346	116.571	0.884	0.0586	0.0824	1	5	28	0.869	0.972	6	-56.606	170.712	121.962
96	1	118.498	121.876	115.617	NA	NA	NA	NA	40	40	1	1	2	-57.249	161.164666666667	117.831333333333
96	2	120.183	126.938	114.421	0.671	0.4632	0.5186	0.3077	18	22	0.89	0.925	4	-56.091	163.946705882353	118.064352941176
96	3	123.882	134.015	115.239	0.714	0.8536	0.8606	1	5	19	0.76	0.931	6	-55.941	169.382	120.632
110	1	168.572	171.95	165.692	NA	NA	NA	NA	40	40	1	1	2	-82.286	211.238666666667	167.905333333333
110	2	168.656	175.411	162.894	0.713	0.1488	0.1904	0.2	16	24	0.883	0.957	4	-80.328	212.420705882353	166.538352941176
110	3	172.105	182.238	163.462	0.662	0.8228	0.8424	0.5	12	15	0.75	0.953	6	-80.052	217.604	168.854
121	1	149.118	152.496	146.237	NA	NA	NA	NA	40	40	1	1	2	-72.559	191.784666666667	148.451333333333
121	2	146.232	152.988	140.471	0.839	0.0678	0.0971	0.04	18	22	0.951	0.967	4	-69.116	189.996705882353	144.114352941176
