9	1	128.083	131.461	125.202	NA	NA	NA	NA	40	40	1	1	2	-62.042	170.750666666667	127.417333333333
9	2	130.146	136.902	124.385	0.904	0.1688	0.1965	0.5	2	38	0.783	0.994	4	-61.073	173.910705882353	128.028352941176
9	3	132.584	142.717	123.942	0.748	0.7421	0.7671	0.6667	2	20	0.853	0.978	6	-60.292	178.084	129.334
25	1	128.151	131.529	125.27	NA	NA	NA	NA	40	40	1	1	2	-62.075	170.816666666667	127.483333333333
25	2	131.053	137.808	125.291	0.537	0.7652	0.7863	0.5	13	27	0.76	0.92	4	-61.526	174.816705882353	128.934352941176
25	3	131.561	141.695	122.919	0.788	0.0389	0.0499	0.1765	1	20	0.864	0.987	6	-59.781	177.062	128.312
44	1	129.167	132.545	126.287	NA	NA	NA	NA	40	40	1	1	2	-62.584	171.834666666667	128.501333333333
44	2	130.411	137.166	124.649	0.929	0.0932	0.1139	0.3077	1	39	0.564	0.999	4	-61.205	174.174705882353	128.292352941176
44	3	133.593	143.727	124.951	0.745	0.7565	0.7816	1	2	32	0.655	0.945	6	-60.797	179.094	130.344
56	1	121.137	124.515	118.256	NA	NA	NA	NA	40	40	1	1	2	-58.569	163.804666666667	120.471333333333
56	2	124.884	131.64	119.123	0.756	0.6653	0.6817	1	2	38	0.455	0.982	4	-58.442	168.648705882353	122.766352941176
56	3	128.05	138.184	119.408	0.738	0.4148	0.4479	0.6667	2	34	0.556	0.978	6	-58.025	173.55	124.8
67	1	128.667	132.045	125.787	NA	NA	NA	NA	40	40	1	1	2	-62.334	171.334666666667	128.001333333333
67	2	132.343	139.098	126.581	0.541	0.7914	0.8058	1	6	34	0.543	0.946	4	-62.171	176.106705882353	130.224352941176
67	3	134.563	144.696	125.92	0.769	0.3019	0.334	0.5	3	29	0.762	0.938	6	-61.281	180.062	131.312
81	1	130.512	133.89	127.632	NA	NA	NA	NA	40	40	1	1	2	-63.256	173.178666666667	129.845333333333
81	2	130.121	136.877	124.36	0.879	0.0438	0.0605	0.2	5	35	0.887	0.991	4	-61.061	173.886705882353	128.004352941176
81	3	128.031	138.164	119.389	0.845	0.1349	0.1696	0.087	5	22	0.878	0.998	6	-58.016	173.532	124.782
124	1	161.429	164.807	158.549	NA	NA	NA	NA	40	40	1	1	2	-78.715	204.096666666667	160.763333333333
124	2	160.803	167.558	155.041	0.709	0.1567	0.198	0.2	18	22	0.867	0.943	4	-76.401	204.566705882353	158.684352941176
124	3	161.416	171.55	152.774	0.804	0.2798	0.3242	0.1935	8	16	0.77	0.983	6	-74.708	206.916	158.166
144	1	164.459	167.837	161.578	NA	NA	NA	NA	40	40	1	1	2	-80.23	207.126666666667	163.793333333333
144	2	164.245	171.001	158.484	0.741	0.217	0.2622	0.2	18	22	0.918	0.948	4	-78.123	208.010705882353	162.128352941176
144	3	163.365	173.498	154.723	0.839	0.0825	0.108	0.1395	8	17	0.859	0.983	6	-75.683	208.866	160.116
159	1	163.054	166.432	160.174	NA	NA	NA	NA	40	40	1	1	2	-79.527	205.720666666667	162.387333333333
