4	1	117.569	120.947	114.689	NA	NA	NA	NA	40	40	1	1	2	-56.785	160.236666666667	116.903333333333
4	2	119.887	126.643	114.126	0.63	0.6537	0.6963	0.5	18	22	0.857	0.924	4	-55.944	163.652705882353	117.770352941176
4	3	123.207	133.341	114.565	0.754	0.5803	0.5987	1	2	21	0.568	0.918	6	-55.604	168.708	119.958
26	1	141.002	144.38	138.121	NA	NA	NA	NA	40	40	1	1	2	-68.501	183.668666666667	140.335333333333
26	2	143.766	150.521	138.004	0.517	0.5725	0.6167	0.5	20	20	0.846	0.851	4	-67.883	187.530705882353	141.648352941176
26	3	147.02	157.153	138.378	0.627	0.7671	0.7882	1	8	20	0.735	0.847	6	-67.51	192.52	143.77
30	1	122.068	125.446	119.188	NA	NA	NA	NA	40	40	1	1	2	-59.034	164.734666666667	121.401333333333
30	2	125.561	132.317	119.8	0.452	0.8756	0.8905	1	15	25	0.755	0.888	4	-58.781	169.326705882353	123.444352941176
30	3	128.257	138.39	119.614	0.724	0.2632	0.2857	0.5	2	20	0.852	0.907	6	-58.128	173.756	125.006
40	1	142.275	145.653	139.394	NA	NA	NA	NA	40	40	1	1	2	-69.137	184.940666666667	141.607333333333
40	2	146.23	152.985	140.468	0.599	0.8835	0.8871	1	2	38	0.259	0.976	4	-69.115	189.994705882353	144.112352941176
40	3	149.478	159.612	140.836	0.686	0.5376	0.5548	1	2	32	0.588	0.937	6	-68.739	194.978	146.228
54	1	130.514	133.891	127.633	NA	NA	NA	NA	40	40	1	1	2	-63.257	173.180666666667	129.847333333333
54	2	128.449	135.204	122.687	0.861	0.2989	0.3347	0.0674	11	29	0.91	0.991	4	-60.224	172.212705882353	126.330352941176
54	3	126.271	136.404	117.629	0.932	0.0234	0.0357	0.0404	3	26	0.946	0.979	6	-57.135	171.77	123.02
119	1	165.751	169.129	162.871	NA	NA	NA	NA	40	40	1	1	2	-80.876	208.418666666667	165.085333333333
119	2	164.844	171.599	159.082	0.789	0.1419	0.1841	0.2	15	25	0.914	0.971	4	-78.422	208.608705882353	162.726352941176
119	3	167.547	177.68	158.905	0.81	0.5649	0.5949	0.4286	4	21	0.723	0.975	6	-77.774	213.048	164.298
138	1	153.534	156.911	150.653	NA	NA	NA	NA	40	40	1	1	2	-74.767	196.200666666667	152.867333333333
138	2	157.195	163.951	151.434	0.457	0.9186	0.9273	1	12	28	0.691	0.913	4	-74.598	200.960705882353	155.078352941176
138	3	160.276	170.409	151.633	0.744	0.4465	0.4657	0.5	1	27	0.465	0.947	6	-74.138	205.776	157.026
145	1	154.469	157.847	151.588	NA	NA	NA	NA	40	40	1	1	2	-75.235	197.136666666667	153.803333333333
145	2	146.378	153.133	140.616	0.903	0.003	0.0061	0	18	22	0.971	0.978	4	-69.189	190.142705882353	144.260352941176
145	3	150.034	160.167	141.392	0.744	0.7407	0.7595	1	9	22	0.704	0.987	6	-69.017	195.534	146.784
158	1	148.377	151.755	145.496	NA	NA	NA	NA	40	40	1	1	2	-72.188	191.042666666667	147.709333333333
158	2	147.365	154.12	141.603	0.789	0.0677	0.0944	0.2	12	28	0.902	0.973	4	-69.682	191.128705882353	145.246352941176
158	3	149.516	159.649	140.873	0.799	0.4412	0.4891	0.375	8	20	0.802	0.987	6	-68.758	195.016	146.266
175	1	165.799	169.177	162.919	NA	NA	NA	NA	40	40	1	1	2	-80.9	208.466666666667	165.133333333333
175	2	169.479	176.235	163.718	0.491	0.7445	0.7619	1	3	37	0.304	0.98	4	-80.74	213.244705882353	167.362352941176
175	3	171.935	182.068	163.292	0.752	0.6285	0.6646	0.6667	3	22	0.845	0.918	6	-79.967	217.434	168.684
180	1	165.746	169.124	162.865	NA	NA	NA	NA	40	40	1	1	2	-80.873	208.412666666667	165.079333333333
180	2	163.391	170.146	157.629	0.784	0.0642	0.0913	0.0652	19	21	0.935	0.936	4	-77.695	207.154705882353	161.272352941176
180	3	167.065	177.198	158.423	0.635	0.9478	0.9522	1	11	17	0.665	0.949	6	-77.533	212.566	163.816
196	1	154.31	157.688	151.429	NA	NA	NA	NA	40	40	1	1	2	-75.155	196.976666666667	153.643333333333
196	2	155.256	162.011	149.494	0.664	0.2636	0.3103	0.2857	18	22	0.907	0.908	4	-73.628	199.020705882353	153.138352941176
196	3	157.933	168.066	149.291	0.711	0.4109	0.4472	0.5	6	20	0.774	0.955	6	-72.966	203.432	154.682
212	1	168.532	171.909	165.651	NA	NA	NA	NA	40	40	1	1	2	-82.266	211.198666666667	167.865333333333
212	2	167.485	174.24	161.723	0.722	0.1359	0.1736	0.2	15	25	0.851	0.953	4	-79.742	211.248705882353	165.366352941176
212	3	164.502	174.635	155.86	0.858	0.2177	0.2541	0.05	13	14	0.868	0.993	6	-76.251	210.002	161.252
243	1	176.706	180.084	173.826	NA	NA	NA	NA	40	40	1	1	2	-86.353	219.372666666667	176.039333333333
243	2	164.146	170.902	158.385	0.963	0.0021	0.0041	0	19	21	0.988	0.998	4	-78.073	207.910705882353	162.028352941176
243	3	166.654	176.787	158.011	0.838	0.335	0.375	1	5	19	0.696	0.997	6	-77.327	212.154	163.404
250	1	182.325	185.703	179.444	NA	NA	NA	NA	40	40	1	1	2	-89.163	224.992666666667	181.659333333333
